               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  58,            0.029362,            0.011001,            0.012529,             0.60861,             0.66303,             0.66671,             0.34784,            0.021959,           0.0049945,            0.018225,           0.0094357,           0.0094357,           0.0094357
                  59,            0.029067,            0.011445,            0.012719,             0.72955,             0.63627,             0.67692,              0.4003,            0.018703,            0.004918,            0.018328,           0.0094258,           0.0094258,           0.0094258
                  60,            0.029312,            0.010923,            0.011437,             0.61473,             0.60509,              0.6373,             0.35834,            0.022328,           0.0047823,            0.023145,           0.0094159,           0.0094159,           0.0094159
                  61,            0.028619,            0.011827,            0.014212,             0.58729,              0.5981,             0.64843,             0.38821,            0.019248,           0.0047385,            0.021826,            0.009406,            0.009406,            0.009406
                  62,            0.027343,            0.011334,             0.01136,             0.66323,             0.66574,             0.70231,             0.39043,            0.022372,           0.0049505,              0.0205,           0.0093961,           0.0093961,           0.0093961
                  63,             0.02757,            0.010864,            0.012812,             0.63438,             0.68764,             0.69334,             0.36358,            0.022333,           0.0048976,            0.018305,           0.0093862,           0.0093862,           0.0093862
                  64,            0.028186,            0.011544,            0.010862,             0.67214,             0.64083,             0.70045,             0.37216,            0.021296,           0.0049534,            0.018205,           0.0093763,           0.0093763,           0.0093763
                  65,            0.028858,            0.010261,            0.011237,             0.65908,              0.6979,             0.74351,             0.38007,            0.022677,           0.0052074,            0.020214,           0.0093664,           0.0093664,           0.0093664
                  66,            0.030189,            0.010729,            0.011911,             0.55921,             0.71857,             0.67861,              0.3821,            0.019634,           0.0054048,            0.023349,           0.0093565,           0.0093565,           0.0093565
                  67,            0.027279,            0.011066,            0.010576,             0.70095,             0.68385,             0.70173,             0.35778,            0.021871,           0.0050138,            0.020275,           0.0093466,           0.0093466,           0.0093466
                  68,            0.027867,             0.01133,            0.010334,             0.68012,             0.60284,             0.68677,             0.40294,            0.020202,           0.0049222,            0.020703,           0.0093367,           0.0093367,           0.0093367
                  69,            0.026763,            0.010594,            0.011835,             0.71167,             0.62516,             0.68308,             0.37354,            0.021493,           0.0049076,            0.021676,           0.0093268,           0.0093268,           0.0093268
                  70,            0.027524,            0.010798,            0.010378,              0.5422,             0.73251,             0.67914,             0.37494,            0.020718,           0.0046567,            0.019731,           0.0093169,           0.0093169,           0.0093169
                  71,            0.027335,            0.010879,             0.01081,             0.54531,             0.69971,             0.68143,             0.37654,            0.019868,           0.0049123,            0.022597,            0.009307,            0.009307,            0.009307
                  72,            0.026825,            0.010321,            0.010481,              0.6728,             0.65274,             0.69468,              0.3676,            0.022237,           0.0047891,            0.020417,           0.0092971,           0.0092971,           0.0092971
                  73,            0.028532,            0.010603,            0.010105,             0.74545,             0.56291,             0.67705,             0.35876,            0.022562,           0.0051326,            0.020635,           0.0092872,           0.0092872,           0.0092872
                  74,            0.026392,            0.010697,            0.008863,             0.59801,              0.7021,             0.67494,             0.37327,            0.020749,           0.0045536,            0.019414,           0.0092773,           0.0092773,           0.0092773
                  75,             0.02777,            0.010355,           0.0092648,             0.56428,             0.70385,             0.66872,             0.37766,            0.019015,           0.0047347,            0.023104,           0.0092674,           0.0092674,           0.0092674
                  76,            0.029161,            0.010445,           0.0097201,             0.51491,             0.72345,              0.6576,             0.36081,            0.022029,            0.004665,            0.024658,           0.0092575,           0.0092575,           0.0092575
                  77,            0.028666,             0.01045,            0.010217,             0.71047,             0.69196,             0.70477,             0.41726,            0.020029,           0.0046487,                0.02,           0.0092476,           0.0092476,           0.0092476
                  78,            0.029768,            0.011216,            0.011633,             0.81844,             0.61005,             0.73033,             0.41329,            0.020603,           0.0049788,            0.018385,           0.0092377,           0.0092377,           0.0092377
                  79,            0.026971,            0.010587,            0.010942,             0.47651,             0.49449,             0.45028,             0.24162,            0.021709,            0.005439,            0.047061,           0.0092278,           0.0092278,           0.0092278
                  80,            0.026778,            0.010698,            0.010126,             0.67658,             0.71083,             0.73675,             0.38307,             0.02052,           0.0049909,            0.016015,           0.0092179,           0.0092179,           0.0092179
                  81,            0.026276,            0.010432,            0.010717,             0.65262,             0.64959,              0.6964,             0.37592,            0.021837,           0.0051503,            0.025281,            0.009208,            0.009208,            0.009208
                  82,            0.026687,            0.010409,            0.010658,             0.73519,             0.63447,             0.68726,             0.36706,            0.021911,           0.0048573,            0.022853,           0.0091981,           0.0091981,           0.0091981
                  83,            0.024435,           0.0097846,           0.0084588,             0.77365,             0.70046,             0.74523,             0.41295,            0.019693,           0.0051069,            0.017667,           0.0091882,           0.0091882,           0.0091882
                  84,            0.027007,            0.010625,           0.0088685,             0.56344,             0.73945,             0.69739,             0.36436,            0.022132,           0.0051481,            0.023855,           0.0091783,           0.0091783,           0.0091783
                  85,            0.026165,             0.01011,           0.0083492,             0.55303,             0.71701,             0.69264,             0.38028,            0.022142,           0.0051946,            0.022344,           0.0091684,           0.0091684,           0.0091684
                  86,            0.028608,            0.010565,           0.0089148,             0.62163,             0.74924,             0.70121,              0.4055,            0.020766,           0.0050876,             0.02045,           0.0091585,           0.0091585,           0.0091585
                  87,            0.026251,            0.010464,           0.0082973,             0.55428,             0.71447,              0.6853,              0.4077,            0.021616,           0.0049559,            0.024354,           0.0091486,           0.0091486,           0.0091486
                  88,            0.026208,            0.009988,            0.009582,             0.67754,              0.6909,             0.76196,               0.374,            0.023989,           0.0049564,            0.019308,           0.0091387,           0.0091387,           0.0091387
                  89,            0.027031,             0.01032,            0.010769,             0.64834,             0.70725,             0.72628,             0.36812,             0.02267,           0.0049378,            0.022547,           0.0091288,           0.0091288,           0.0091288
                  90,            0.027902,            0.011231,            0.010593,             0.61002,             0.74147,             0.72534,             0.41231,            0.020572,           0.0048721,            0.018357,           0.0091189,           0.0091189,           0.0091189
                  91,            0.025485,            0.010112,           0.0088909,             0.76127,             0.64022,             0.71767,             0.38663,            0.022419,           0.0051768,            0.017588,            0.009109,            0.009109,            0.009109
                  92,            0.027794,             0.01104,           0.0085801,             0.61543,             0.70135,             0.69611,             0.40099,            0.020955,           0.0048281,            0.021292,           0.0090991,           0.0090991,           0.0090991
                  93,            0.025982,            0.010567,           0.0085117,             0.76239,             0.64973,             0.72675,             0.40417,            0.020188,           0.0053188,            0.014882,           0.0090892,           0.0090892,           0.0090892
                  94,            0.026374,            0.010344,            0.010086,             0.58218,             0.75986,             0.77127,             0.45732,            0.019275,           0.0046726,             0.01884,           0.0090793,           0.0090793,           0.0090793
                  95,            0.027196,             0.01064,           0.0096905,             0.63196,             0.63561,             0.69114,             0.38579,             0.02053,           0.0051329,             0.02264,           0.0090694,           0.0090694,           0.0090694
                  96,            0.028275,            0.010413,           0.0096566,             0.65147,             0.63916,             0.68012,             0.34561,            0.023798,           0.0050613,            0.023794,           0.0090595,           0.0090595,           0.0090595
                  97,             0.02662,            0.010024,            0.011136,             0.64226,              0.7701,             0.75797,             0.43223,            0.021299,           0.0049502,            0.017624,           0.0090496,           0.0090496,           0.0090496
                  98,            0.026658,           0.0097706,           0.0085981,             0.63654,             0.71287,             0.71535,             0.41374,            0.020455,           0.0048177,            0.023343,           0.0090397,           0.0090397,           0.0090397
                  99,             0.02582,            0.010179,           0.0085906,             0.54035,             0.65851,              0.6303,             0.36412,             0.01953,            0.005118,            0.026719,           0.0090298,           0.0090298,           0.0090298
                 100,            0.026825,            0.010244,           0.0075462,             0.65021,             0.59974,             0.67129,             0.36739,            0.020905,           0.0051957,            0.022363,           0.0090199,           0.0090199,           0.0090199
                 101,            0.024622,           0.0098709,           0.0079552,             0.63443,             0.62669,             0.69274,             0.39401,            0.019651,           0.0052789,            0.022339,             0.00901,             0.00901,             0.00901
                 102,            0.024811,            0.010061,           0.0075177,             0.61031,             0.69752,              0.7372,             0.41006,            0.019675,           0.0055944,            0.024553,           0.0090001,           0.0090001,           0.0090001
                 103,            0.024473,           0.0098469,           0.0062547,              0.6252,             0.66813,             0.68482,             0.37185,            0.021349,           0.0053646,            0.020647,           0.0089902,           0.0089902,           0.0089902
                 104,            0.026148,            0.009918,           0.0078555,              0.6299,             0.63516,             0.66292,             0.33915,            0.023088,           0.0049721,            0.022641,           0.0089803,           0.0089803,           0.0089803
                 105,             0.02587,            0.010602,           0.0070561,             0.65833,             0.53775,             0.62436,             0.34445,            0.020166,           0.0050044,            0.027204,           0.0089704,           0.0089704,           0.0089704
                 106,            0.025297,           0.0097883,           0.0076588,             0.58609,             0.60895,             0.65336,             0.35476,            0.021821,           0.0052179,            0.021189,           0.0089605,           0.0089605,           0.0089605
                 107,            0.025327,            0.009354,           0.0060526,              0.6905,              0.6672,             0.72173,             0.40079,            0.020732,           0.0049324,            0.020309,           0.0089506,           0.0089506,           0.0089506
                 108,            0.024935,           0.0097497,           0.0080482,             0.68905,             0.70364,             0.72658,             0.38321,            0.021832,           0.0051793,            0.019667,           0.0089407,           0.0089407,           0.0089407
                 109,            0.024304,           0.0095514,           0.0071625,             0.70802,             0.71294,             0.72924,             0.38614,             0.02148,           0.0053272,            0.020192,           0.0089308,           0.0089308,           0.0089308
                 110,            0.025408,           0.0099012,           0.0083618,             0.72575,             0.68032,              0.7398,             0.41882,            0.020643,           0.0051926,            0.019978,           0.0089209,           0.0089209,           0.0089209
                 111,            0.024428,            0.010109,           0.0077297,             0.76988,             0.69965,             0.72775,             0.41788,            0.020147,           0.0051941,            0.019598,            0.008911,            0.008911,            0.008911
                 112,            0.024536,            0.010098,           0.0063211,             0.66763,             0.73233,             0.75904,             0.40548,             0.02188,           0.0052458,            0.020638,           0.0089011,           0.0089011,           0.0089011
                 113,            0.024262,            0.010118,           0.0071816,             0.66609,             0.65684,             0.70047,             0.36328,             0.02277,           0.0049582,            0.020878,           0.0088912,           0.0088912,           0.0088912
                 114,            0.025745,            0.010615,           0.0083497,             0.65766,             0.67366,              0.6532,             0.35432,            0.021222,           0.0054121,            0.025025,           0.0088813,           0.0088813,           0.0088813
                 115,            0.024664,           0.0097131,           0.0079586,             0.53637,             0.67903,             0.66951,             0.37876,             0.02216,           0.0048974,            0.024051,           0.0088714,           0.0088714,           0.0088714
                 116,            0.023479,           0.0095909,           0.0081089,              0.6353,             0.67641,             0.69613,             0.37258,            0.020908,           0.0050131,            0.022247,           0.0088615,           0.0088615,           0.0088615
                 117,            0.025046,            0.010341,           0.0068221,             0.61499,             0.61044,             0.61845,             0.31969,             0.02148,           0.0052236,            0.025093,           0.0088516,           0.0088516,           0.0088516
                 118,            0.023681,           0.0095646,            0.007538,             0.62647,             0.68228,              0.7041,             0.39573,            0.020833,            0.004974,            0.020599,           0.0088417,           0.0088417,           0.0088417
                 119,            0.025252,           0.0096725,           0.0072222,             0.57333,              0.6373,             0.65093,             0.34861,            0.023425,           0.0050166,            0.028099,           0.0088318,           0.0088318,           0.0088318
                 120,            0.024262,            0.010075,           0.0065446,             0.69641,             0.70639,             0.71132,             0.39718,            0.022589,           0.0050734,            0.020367,           0.0088219,           0.0088219,           0.0088219
                 121,            0.024832,           0.0095794,           0.0063348,             0.57067,             0.75023,             0.72396,             0.38655,            0.022478,           0.0049091,            0.019775,            0.008812,            0.008812,            0.008812
                 122,            0.024495,           0.0095248,           0.0067178,             0.55853,             0.62676,             0.67952,             0.37438,            0.022091,           0.0051222,            0.022024,           0.0088021,           0.0088021,           0.0088021
                 123,            0.025144,           0.0095122,           0.0084532,             0.56824,             0.68857,             0.65955,             0.36829,            0.020347,           0.0050816,            0.025132,           0.0087922,           0.0087922,           0.0087922
                 124,            0.026153,           0.0097423,           0.0082189,             0.57841,             0.66925,             0.67184,             0.35914,            0.022571,           0.0052191,            0.023438,           0.0087823,           0.0087823,           0.0087823
                 125,            0.023983,           0.0098061,           0.0076597,              0.6723,             0.68927,             0.71034,             0.37148,            0.023137,           0.0051869,            0.021755,           0.0087724,           0.0087724,           0.0087724
                 126,            0.024725,           0.0094447,           0.0075984,             0.63177,             0.71336,             0.71533,             0.36822,            0.022598,           0.0051381,            0.021104,           0.0087625,           0.0087625,           0.0087625
                 127,            0.024741,            0.010222,           0.0081386,             0.60631,             0.64803,             0.67644,             0.40386,            0.019664,           0.0047956,            0.022254,           0.0087526,           0.0087526,           0.0087526
                 128,             0.02467,           0.0098088,           0.0085829,             0.59507,             0.60136,             0.66629,             0.38558,            0.020493,           0.0052821,            0.022927,           0.0087427,           0.0087427,           0.0087427
                 129,            0.023859,            0.009707,           0.0075404,             0.63491,             0.68972,             0.72345,             0.39447,            0.021374,           0.0050794,            0.020776,           0.0087328,           0.0087328,           0.0087328
                 130,            0.024335,            0.009979,            0.008865,             0.49766,             0.50579,              0.4846,             0.21583,             0.02569,           0.0059842,            0.023645,           0.0087229,           0.0087229,           0.0087229
                 131,            0.024178,            0.010034,           0.0082525,             0.76218,             0.66957,             0.70132,             0.40267,            0.019911,           0.0049555,            0.020036,            0.008713,            0.008713,            0.008713
                 132,            0.024487,           0.0096402,           0.0085056,             0.68288,             0.62611,             0.66407,              0.3592,            0.023124,            0.005171,             0.02203,           0.0087031,           0.0087031,           0.0087031
                 133,            0.024816,           0.0094532,           0.0073724,             0.57716,             0.66021,             0.62058,             0.36268,            0.020673,           0.0051094,            0.028902,           0.0086932,           0.0086932,           0.0086932
                 134,             0.02391,           0.0096037,           0.0062757,             0.60499,             0.64302,             0.67807,             0.36708,            0.020679,           0.0050733,            0.023324,           0.0086833,           0.0086833,           0.0086833
                 135,             0.02296,           0.0093332,           0.0082213,             0.64795,              0.6291,             0.68325,              0.3888,            0.021409,           0.0052124,            0.023354,           0.0086734,           0.0086734,           0.0086734
                 136,            0.022939,           0.0098725,           0.0079351,              0.7883,              0.6562,             0.69927,             0.38081,            0.021854,           0.0052673,            0.022667,           0.0086635,           0.0086635,           0.0086635
                 137,            0.023783,            0.010142,           0.0072275,             0.72577,             0.75214,              0.7608,              0.4084,            0.023081,           0.0053924,            0.021711,           0.0086536,           0.0086536,           0.0086536
                 138,            0.023289,           0.0098552,           0.0061849,             0.70675,             0.69483,             0.75406,              0.4235,            0.021043,           0.0052003,            0.022462,           0.0086437,           0.0086437,           0.0086437
                 139,              0.0237,           0.0093099,           0.0063293,             0.64177,             0.69974,               0.724,             0.39928,            0.022013,           0.0054733,            0.023367,           0.0086338,           0.0086338,           0.0086338
                 140,            0.024026,           0.0097082,           0.0056737,             0.70089,             0.75704,             0.74459,             0.42973,            0.020951,           0.0052959,            0.022556,           0.0086239,           0.0086239,           0.0086239
                 141,             0.02266,           0.0094068,           0.0048253,             0.61052,              0.7787,             0.73465,             0.42527,            0.021253,           0.0053526,            0.023838,            0.008614,            0.008614,            0.008614
                 142,            0.022727,            0.009485,           0.0075291,             0.75171,             0.71242,             0.72169,             0.38868,            0.019473,           0.0052887,            0.019408,           0.0086041,           0.0086041,           0.0086041
                 143,            0.022753,           0.0091145,           0.0061293,               0.768,             0.72294,             0.71405,              0.4298,            0.019325,           0.0050883,            0.022876,           0.0085942,           0.0085942,           0.0085942
                 144,            0.024421,           0.0094072,            0.007572,              0.6153,             0.72461,             0.71007,             0.39026,            0.021575,           0.0054321,             0.02147,           0.0085843,           0.0085843,           0.0085843
                 145,            0.023395,           0.0095833,           0.0070292,             0.75302,             0.72567,             0.75126,             0.41296,            0.021931,           0.0053322,            0.020858,           0.0085744,           0.0085744,           0.0085744
                 146,            0.024009,           0.0093383,            0.007363,             0.77736,              0.7024,             0.70868,             0.38359,            0.020997,           0.0054148,            0.025057,           0.0085645,           0.0085645,           0.0085645
                 147,            0.022154,           0.0094545,            0.006207,             0.69033,             0.73623,             0.74935,             0.42855,            0.020327,           0.0051729,            0.020052,           0.0085546,           0.0085546,           0.0085546
                 148,            0.024378,           0.0093573,           0.0091796,             0.76132,             0.65281,             0.74063,             0.43199,            0.019749,           0.0051616,             0.02181,           0.0085447,           0.0085447,           0.0085447
                 149,            0.022731,           0.0089613,           0.0059946,             0.70917,             0.70673,             0.74678,             0.41098,            0.021091,           0.0052648,            0.019435,           0.0085348,           0.0085348,           0.0085348
                 150,            0.023502,           0.0094401,           0.0060646,             0.59851,             0.74443,             0.72573,             0.41953,            0.018985,            0.005111,             0.02307,           0.0085249,           0.0085249,           0.0085249
                 151,            0.022765,           0.0096572,            0.006355,              0.7214,             0.61182,             0.73405,             0.41293,            0.021348,            0.005296,             0.02082,            0.008515,            0.008515,            0.008515
                 152,            0.024144,           0.0096459,            0.005933,             0.62772,             0.70458,             0.72445,             0.40982,            0.020064,            0.005406,            0.021093,           0.0085051,           0.0085051,           0.0085051
                 153,            0.022715,           0.0091097,           0.0057687,             0.62879,             0.60566,             0.65665,             0.35633,            0.021765,           0.0054131,            0.025719,           0.0084952,           0.0084952,           0.0084952
                 154,            0.023554,           0.0088983,           0.0065371,             0.71116,             0.64167,             0.71967,             0.38528,            0.019607,           0.0053894,            0.026164,           0.0084853,           0.0084853,           0.0084853
                 155,            0.024178,           0.0098901,           0.0070101,              0.6721,             0.69585,             0.70146,             0.37593,            0.021737,           0.0055697,            0.019983,           0.0084754,           0.0084754,           0.0084754
                 156,            0.023215,           0.0093337,           0.0056164,             0.69154,             0.64281,             0.67421,             0.37079,            0.022374,           0.0053746,            0.020845,           0.0084655,           0.0084655,           0.0084655
                 157,            0.023854,           0.0098097,           0.0064462,             0.69039,               0.616,             0.69633,             0.35895,            0.022965,           0.0057263,            0.020827,           0.0084556,           0.0084556,           0.0084556
                 158,            0.024652,           0.0091385,            0.004515,             0.65514,             0.60601,             0.69372,             0.37758,            0.021503,           0.0050939,             0.02343,           0.0084457,           0.0084457,           0.0084457
