               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.023543,           0.0088594,            0.007865,             0.58801,             0.68207,              0.6964,             0.36604,            0.021964,           0.0051004,            0.021828,           0.0084358,           0.0084358,           0.0084358
                 160,            0.023765,           0.0092087,           0.0085288,             0.67509,             0.68376,              0.7378,             0.39863,             0.02138,           0.0051872,            0.019512,           0.0084259,           0.0084259,           0.0084259
                 161,              0.0223,           0.0094178,           0.0091925,             0.70995,             0.68877,             0.73377,             0.44294,            0.018941,           0.0052748,            0.020309,            0.008416,            0.008416,            0.008416
                 162,            0.023117,           0.0096684,           0.0078847,             0.61713,             0.63006,             0.62548,             0.33059,            0.020622,            0.005512,            0.029364,           0.0084061,           0.0084061,           0.0084061
                 163,            0.023711,           0.0097014,           0.0068826,             0.68749,              0.6585,             0.71529,             0.41211,            0.019786,           0.0053669,            0.020628,           0.0083962,           0.0083962,           0.0083962
                 164,            0.022629,           0.0090411,           0.0064515,             0.66191,             0.68059,             0.70999,             0.38094,            0.020844,           0.0053472,            0.021112,           0.0083863,           0.0083863,           0.0083863
                 165,            0.022877,            0.008761,           0.0062838,              0.7792,             0.68632,             0.73459,             0.42802,            0.019016,           0.0056115,            0.017846,           0.0083764,           0.0083764,           0.0083764
                 166,            0.021834,           0.0090191,           0.0061406,             0.60654,             0.67558,             0.70442,             0.39481,             0.02002,           0.0054566,            0.022329,           0.0083665,           0.0083665,           0.0083665
                 167,            0.022788,           0.0093061,           0.0053029,             0.58581,             0.63429,             0.64752,             0.39078,            0.020377,           0.0053606,             0.02308,           0.0083566,           0.0083566,           0.0083566
                 168,            0.023125,           0.0088884,           0.0054409,             0.61138,             0.61932,             0.65048,             0.38963,            0.019705,           0.0052857,            0.024245,           0.0083467,           0.0083467,           0.0083467
                 169,            0.023639,           0.0090151,           0.0063218,             0.57707,             0.66705,             0.67012,             0.37533,            0.021284,           0.0051765,            0.022346,           0.0083368,           0.0083368,           0.0083368
                 170,            0.023311,           0.0092534,           0.0047011,             0.71865,             0.61264,             0.69711,              0.4082,             0.02036,           0.0051359,             0.02121,           0.0083269,           0.0083269,           0.0083269
                 171,            0.023635,           0.0088251,           0.0072331,             0.65475,             0.68521,             0.71214,             0.41953,            0.020049,           0.0049569,            0.021708,            0.008317,            0.008317,            0.008317
                 172,            0.021717,           0.0092164,           0.0056144,             0.64354,             0.68145,             0.73091,             0.40758,            0.021182,            0.005035,            0.021412,           0.0083071,           0.0083071,           0.0083071
                 173,            0.023029,            0.009118,           0.0049703,              0.5928,             0.65455,              0.6964,             0.40162,            0.021613,           0.0053393,            0.027223,           0.0082972,           0.0082972,           0.0082972
                 174,            0.021948,           0.0088354,           0.0042242,             0.69216,             0.59837,             0.70649,             0.38426,            0.022582,           0.0054401,            0.022593,           0.0082873,           0.0082873,           0.0082873
                 175,            0.022391,           0.0092437,           0.0071754,             0.66652,             0.63496,             0.71631,             0.39973,            0.021589,           0.0055804,            0.020732,           0.0082774,           0.0082774,           0.0082774
                 176,            0.021404,           0.0093164,           0.0049996,             0.63654,             0.68613,             0.69732,             0.38457,            0.022137,           0.0054759,            0.023045,           0.0082675,           0.0082675,           0.0082675
                 177,             0.02204,           0.0088901,           0.0059173,             0.59565,             0.70103,             0.68904,             0.36756,            0.022026,           0.0053009,            0.022883,           0.0082576,           0.0082576,           0.0082576
                 178,            0.021419,           0.0089305,           0.0060861,             0.68534,             0.59575,             0.70237,             0.39031,            0.021934,           0.0052397,            0.023802,           0.0082477,           0.0082477,           0.0082477
                 179,            0.023731,           0.0091855,           0.0047903,             0.75414,             0.65859,             0.76059,             0.40672,            0.021691,           0.0047998,            0.019855,           0.0082378,           0.0082378,           0.0082378
                 180,            0.021814,           0.0089056,           0.0048659,             0.74363,             0.65334,             0.70357,              0.4104,             0.02128,           0.0051541,            0.023699,           0.0082279,           0.0082279,           0.0082279
                 181,            0.023174,           0.0091012,           0.0049531,             0.56099,             0.66101,             0.67338,             0.37768,            0.022055,           0.0050576,            0.028062,            0.008218,            0.008218,            0.008218
                 182,              0.0231,           0.0091978,           0.0055715,             0.73245,             0.60565,             0.68033,             0.38228,            0.020743,           0.0051177,            0.026169,           0.0082081,           0.0082081,           0.0082081
                 183,            0.021609,           0.0085374,           0.0052457,             0.55639,             0.70601,             0.70666,             0.38955,            0.021367,           0.0049943,            0.023516,           0.0081982,           0.0081982,           0.0081982
                 184,            0.022072,           0.0089436,           0.0054026,             0.55707,             0.61719,             0.66036,             0.35902,            0.022194,           0.0053011,            0.025583,           0.0081883,           0.0081883,           0.0081883
                 185,            0.022793,           0.0091128,           0.0055385,             0.56262,             0.66779,             0.63845,              0.3451,            0.021023,           0.0053127,            0.023493,           0.0081784,           0.0081784,           0.0081784
                 186,            0.021366,           0.0087169,           0.0047625,             0.69739,             0.62838,             0.70778,             0.41894,            0.019627,           0.0050981,            0.023697,           0.0081685,           0.0081685,           0.0081685
                 187,            0.022686,           0.0088785,             0.00719,             0.68339,             0.69779,             0.73134,             0.41555,            0.020087,           0.0050696,            0.016984,           0.0081586,           0.0081586,           0.0081586
                 188,            0.022274,           0.0088087,           0.0054076,             0.60942,              0.6165,             0.69615,             0.40735,            0.019178,           0.0053066,            0.021738,           0.0081487,           0.0081487,           0.0081487
                 189,            0.022156,           0.0091905,           0.0039531,             0.60731,             0.63046,             0.69697,             0.41711,            0.019531,             0.00537,            0.023102,           0.0081388,           0.0081388,           0.0081388
                 190,            0.023014,           0.0088142,           0.0057065,             0.61335,             0.69963,             0.71891,              0.4092,            0.020052,           0.0055404,            0.020348,           0.0081289,           0.0081289,           0.0081289
                 191,            0.021497,           0.0083963,           0.0050447,             0.66178,             0.63288,              0.7044,             0.39575,             0.02141,            0.005271,            0.020951,            0.008119,            0.008119,            0.008119
                 192,            0.022757,           0.0086978,            0.006139,             0.53975,             0.64893,             0.66425,             0.36036,            0.021281,           0.0054305,            0.025226,           0.0081091,           0.0081091,           0.0081091
                 193,            0.022794,           0.0086468,           0.0062445,             0.68313,             0.58287,             0.71849,              0.4086,            0.020686,           0.0053435,             0.02005,           0.0080992,           0.0080992,           0.0080992
                 194,              0.0235,           0.0087861,           0.0063266,             0.61031,             0.59015,             0.64391,             0.33776,            0.021064,           0.0056602,            0.026264,           0.0080893,           0.0080893,           0.0080893
